order_id,date,customer_id,product_id,quantity,revenue
O0582,2026-03-09,C087,P026,7,7331.43
O0583,2026-03-12,C088,P027,22,7494.67
O0584,2026-03-15,C089,P028,14,11681.31
O0585,2026-03-18,C090,P029,35,10461.85
O0586,2026-03-21,C061,P030,34,7639.38
O0587,2026-03-24,C062,P001,34,7620.92
O0588,2026-03-03,C063,P002,19,9286.06
O0589,2026-03-06,C064,P003,21,11261.48
O0590,2026-03-09,C065,P004,28,8923.07
O0591,2026-03-06,C116,P026,16,10590.28
O0592,2026-03-09,C117,P027,28,9345.35
O0593,2026-03-12,C118,P028,23,13625.02
O0594,2026-03-15,C119,P029,12,11089.14
O0595,2026-03-18,C120,P030,25,15290.80
O0596,2026-03-21,C091,P001,20,15462.58
O0597,2026-03-24,C092,P002,10,13720.15
O0598,2026-03-03,C093,P003,22,11897.80
O0599,2026-03-06,C094,P004,25,15393.47
O0600,2026-03-09,C095,P005,7,15303.65
O0601,2026-04-07,C029,P025,18,10481.33
O0602,2026-04-10,C030,P026,9,9400.95
O0603,2026-04-13,C001,P027,24,14692.08
O0604,2026-04-16,C002,P028,26,13430.51
O0605,2026-04-19,C003,P029,5,9464.79
O0606,2026-04-22,C004,P030,14,9468.30
O0607,2026-04-25,C005,P001,30,17234.03
O0608,2026-04-04,C006,P002,21,10577.34
O0609,2026-04-07,C007,P003,31,12307.51
O0610,2026-04-10,C008,P004,35,12741.74
O0611,2026-04-07,C059,P026,12,13744.88
O0612,2026-04-10,C060,P027,32,17161.60
O0613,2026-04-13,C031,P028,17,16212.58
O0614,2026-04-16,C032,P029,10,11623.21
O0615,2026-04-19,C033,P030,15,16341.03
O0616,2026-04-22,C034,P001,21,19790.72
O0617,2026-04-25,C035,P002,27,19482.19
O0618,2026-04-04,C036,P003,7,17498.81
O0619,2026-04-07,C037,P004,26,11137.10
O0620,2026-04-10,C038,P005,35,12838.59
O0621,2026-04-07,C089,P027,31,8620.13
O0622,2026-04-10,C090,P028,12,9584.03
O0623,2026-04-13,C061,P029,22,8239.11
O0624,2026-04-16,C062,P030,27,10485.36
O0625,2026-04-19,C063,P001,6,6899.46
O0626,2026-04-22,C064,P002,24,10742.03
O0627,2026-04-25,C065,P003,29,8208.47
O0628,2026-04-04,C066,P004,19,9148.49
O0629,2026-04-07,C067,P005,18,7403.46
O0630,2026-04-10,C068,P006,29,9881.22
O0631,2026-04-07,C119,P028,7,10375.37
O0632,2026-04-10,C120,P029,9,13932.84
O0633,2026-04-13,C091,P030,5,15466.19
O0634,2026-04-16,C092,P001,8,9353.68
O0635,2026-04-19,C093,P002,22,12219.17
O0636,2026-04-22,C094,P003,22,9056.20
O0637,2026-04-25,C095,P004,17,8447.38
O0638,2026-04-04,C096,P005,28,15150.74
O0639,2026-04-07,C097,P006,23,12284.52
O0640,2026-04-10,C098,P007,13,10625.46
O0641,2026-05-08,C002,P027,18,11781.82
O0642,2026-05-11,C003,P028,16,11575.22
O0643,2026-05-14,C004,P029,24,14682.93
O0644,2026-05-17,C005,P030,5,17511.23
O0645,2026-05-20,C006,P001,30,16773.62
O0646,2026-05-23,C007,P002,31,16750.71
O0647,2026-05-26,C008,P003,15,14568.34
O0648,2026-05-05,C009,P004,10,17645.35
O0649,2026-05-08,C010,P005,27,14821.16
O0650,2026-05-11,C011,P006,15,12634.11
O0651,2026-05-08,C032,P028,8,20147.52
O0652,2026-05-11,C033,P029,10,17674.67
O0653,2026-05-14,C034,P030,19,20255.26
O0654,2026-05-17,C035,P001,31,17784.53
O0655,2026-05-20,C036,P002,18,17588.39
O0656,2026-05-23,C037,P003,13,17447.00
O0657,2026-05-26,C038,P004,7,15376.73
O0658,2026-05-05,C039,P005,22,15945.14
O0659,2026-05-08,C040,P006,22,11304.26
O0660,2026-05-11,C041,P007,30,16244.36
O0661,2026-05-08,C062,P029,29,7851.07
O0662,2026-05-11,C063,P030,24,6670.25
O0663,2026-05-14,C064,P001,17,12011.79
O0664,2026-05-17,C065,P002,8,6474.83
O0665,2026-05-20,C066,P003,21,9644.65
O0666,2026-05-23,C067,P004,16,8678.51
O0667,2026-05-26,C068,P005,21,7286.60
O0668,2026-05-05,C069,P006,14,8822.34
O0669,2026-05-08,C070,P007,35,10641.48
O0670,2026-05-11,C071,P008,30,7611.56
O0671,2026-05-08,C092,P030,19,13959.48
O0672,2026-05-11,C093,P001,6,14632.34
O0673,2026-05-14,C094,P002,25,9285.45
O0674,2026-05-17,C095,P003,28,10311.99
O0675,2026-05-20,C096,P004,22,11704.03
O0676,2026-05-23,C097,P005,25,9858.34
O0677,2026-05-26,C098,P006,5,14076.93
O0678,2026-05-05,C099,P007,18,11417.67
O0679,2026-05-08,C100,P008,29,13820.36
O0680,2026-05-11,C101,P009,30,15103.79
O0681,2026-06-09,C005,P029,19,10521.44
O0682,2026-06-12,C006,P030,35,15044.32
O0683,2026-06-15,C007,P001,23,10523.82
O0684,2026-06-18,C008,P002,10,16548.32
O0685,2026-06-21,C009,P003,24,14622.83
O0686,2026-06-24,C010,P004,12,12170.09
O0687,2026-06-03,C011,P005,21,12885.64
O0688,2026-06-06,C012,P006,18,11139.80
O0689,2026-06-09,C013,P007,25,17555.61
O0690,2026-06-12,C014,P008,14,10748.30
O0691,2026-06-09,C035,P030,6,19713.40
O0692,2026-06-12,C036,P001,11,19210.81
O0693,2026-06-15,C037,P002,20,15153.86
O0694,2026-06-18,C038,P003,19,15948.75
O0695,2026-06-21,C039,P004,29,13269.60
O0696,2026-06-24,C040,P005,14,12746.89
O0697,2026-06-03,C041,P006,29,16014.83
O0698,2026-06-06,C042,P007,13,18810.17
O0699,2026-06-09,C043,P008,31,18627.07
O0700,2026-06-12,C044,P009,11,20954.75
O0701,2026-06-09,C065,P001,29,7936.87
O0702,2026-06-12,C066,P002,13,8528.64
O0703,2026-06-15,C067,P003,8,11029.69
O0704,2026-06-18,C068,P004,23,10523.11
O0705,2026-06-21,C069,P005,18,7459.27
O0706,2026-06-24,C070,P006,11,11204.26
O0707,2026-06-03,C071,P007,24,9642.50
O0708,2026-06-06,C072,P008,14,9841.43
O0709,2026-06-09,C073,P009,33,10465.52
O0710,2026-06-12,C074,P010,30,8897.71
O0711,2026-06-09,C095,P002,25,9527.01
O0712,2026-06-12,C096,P003,27,11033.40
O0713,2026-06-15,C097,P004,17,12324.90
O0714,2026-06-18,C098,P005,18,11442.97
O0715,2026-06-21,C099,P006,29,9266.23
O0716,2026-06-24,C100,P007,34,15317.92
O0717,2026-06-03,C101,P008,23,8566.92
O0718,2026-06-06,C102,P009,28,16049.73
O0719,2026-06-09,C103,P010,32,9036.55
O0720,2026-06-12,C104,P011,18,14913.02
O0721,2026-07-10,C008,P001,14,12589.85
O0722,2026-07-13,C009,P002,20,16514.12
O0723,2026-07-16,C010,P003,6,10515.30
O0724,2026-07-19,C011,P004,8,17743.36
O0725,2026-07-22,C012,P005,35,13374.13
O0726,2026-07-25,C013,P006,33,15309.48
O0727,2026-07-04,C014,P007,13,10460.99
O0728,2026-07-07,C015,P008,26,17520.10
O0729,2026-07-10,C016,P009,14,15971.36
O0730,2026-07-13,C017,P010,7,15777.21
O0731,2026-07-10,C038,P002,9,17189.98
O0732,2026-07-13,C039,P003,5,18219.71
O0733,2026-07-16,C040,P004,18,18203.89
O0734,2026-07-19,C041,P005,7,18575.02
O0735,2026-07-22,C042,P006,33,14215.24
O0736,2026-07-25,C043,P007,32,12536.94
O0737,2026-07-04,C044,P008,21,16882.95
O0738,2026-07-07,C045,P009,16,18490.84
O0739,2026-07-10,C046,P010,18,17416.27
O0740,2026-07-13,C047,P011,33,12206.74
O0741,2026-07-10,C068,P003,17,8642.72
O0742,2026-07-13,C069,P004,12,8201.06
O0743,2026-07-16,C070,P005,24,10832.04
O0744,2026-07-19,C071,P006,5,11582.54
O0745,2026-07-22,C072,P007,21,10155.35
O0746,2026-07-25,C073,P008,25,6883.84
O0747,2026-07-04,C074,P009,20,8846.16
O0748,2026-07-07,C075,P010,7,9689.58
O0749,2026-07-10,C076,P011,34,8435.04
O0750,2026-07-13,C077,P012,18,8724.90
O0751,2026-07-10,C098,P004,35,16350.17
O0752,2026-07-13,C099,P005,5,10690.74
O0753,2026-07-16,C100,P006,30,11750.47
O0754,2026-07-19,C101,P007,29,11886.71
O0755,2026-07-22,C102,P008,22,12840.56
O0756,2026-07-25,C103,P009,7,12634.91
O0757,2026-07-04,C104,P010,22,11194.62
O0758,2026-07-07,C105,P011,25,13959.68
O0759,2026-07-10,C106,P012,28,16085.31
O0760,2026-07-13,C107,P013,34,12035.39
O0761,2026-08-11,C011,P003,14,15622.50
O0762,2026-08-14,C012,P004,5,15990.83
O0763,2026-08-17,C013,P005,35,12809.61
O0764,2026-08-20,C014,P006,13,11226.53
O0765,2026-08-23,C015,P007,13,16211.33
O0766,2026-08-26,C016,P008,15,16864.60
O0767,2026-08-05,C017,P009,27,18343.76
O0768,2026-08-08,C018,P010,21,12927.79
O0769,2026-08-11,C019,P011,16,11141.51
O0770,2026-08-14,C020,P012,26,16121.87
O0771,2026-08-11,C041,P004,6,20089.93
O0772,2026-08-14,C042,P005,16,15229.75
O0773,2026-08-17,C043,P006,32,11678.26
O0774,2026-08-20,C044,P007,25,15601.53
O0775,2026-08-23,C045,P008,28,14585.64
O0776,2026-08-26,C046,P009,8,16446.16
O0777,2026-08-05,C047,P010,30,16586.47
O0778,2026-08-08,C048,P011,33,16068.69
O0779,2026-08-11,C049,P012,15,12199.53
O0780,2026-08-14,C050,P013,14,17077.20
O0781,2026-08-11,C071,P005,19,8839.71
O0782,2026-08-14,C072,P006,29,7804.48
O0783,2026-08-17,C073,P007,12,7535.84
O0784,2026-08-20,C074,P008,22,8708.85
O0785,2026-08-23,C075,P009,35,8640.53
O0786,2026-08-26,C076,P010,28,10989.44
O0787,2026-08-05,C077,P011,12,9148.40
O0788,2026-08-08,C078,P012,9,10896.24
O0789,2026-08-11,C079,P013,33,11697.89
O0790,2026-08-14,C080,P014,19,12470.79
O0791,2026-08-11,C101,P006,9,13769.98
O0792,2026-08-14,C102,P007,6,12174.05
O0793,2026-08-17,C103,P008,13,15456.38
O0794,2026-08-20,C104,P009,31,14544.43
O0795,2026-08-23,C105,P010,7,16187.46
O0796,2026-08-26,C106,P011,8,9967.80
O0797,2026-08-05,C107,P012,18,9694.17
O0798,2026-08-08,C108,P013,19,11174.39
O0799,2026-08-11,C109,P014,10,15114.54
O0800,2026-08-14,C110,P015,24,9059.64
O0801,2026-09-12,C014,P005,7,16196.86
O0802,2026-09-15,C015,P006,6,15894.32
O0803,2026-09-18,C016,P007,5,18342.42
O0804,2026-09-21,C017,P008,22,12088.94
O0805,2026-09-24,C018,P009,9,10945.54
O0806,2026-09-03,C019,P010,12,11028.02
O0807,2026-09-06,C020,P011,25,18213.10
O0808,2026-09-09,C021,P012,34,17101.51
O0809,2026-09-12,C022,P013,33,15616.51
O0810,2026-09-15,C023,P014,32,17249.42
O0811,2026-09-12,C044,P006,19,11965.32
O0812,2026-09-15,C045,P007,28,15522.50
O0813,2026-09-18,C046,P008,10,15098.40
O0814,2026-09-21,C047,P009,19,20567.83
O0815,2026-09-24,C048,P010,12,18128.50
O0816,2026-09-03,C049,P011,20,12072.14
O0817,2026-09-06,C050,P012,11,18080.71
O0818,2026-09-09,C051,P013,30,17058.10
O0819,2026-09-12,C052,P014,27,15151.80
O0820,2026-09-15,C053,P015,34,17285.30
O0821,2026-09-12,C074,P007,5,8638.45
O0822,2026-09-15,C075,P008,29,8408.68
O0823,2026-09-18,C076,P009,16,11351.06
O0824,2026-09-21,C077,P010,8,8208.39
O0825,2026-09-24,C078,P011,30,12261.89
O0826,2026-09-03,C079,P012,12,10193.57
O0827,2026-09-06,C080,P013,34,11789.35
O0828,2026-09-09,C081,P014,23,8633.16
O0829,2026-09-12,C082,P015,23,6878.32
O0830,2026-09-15,C083,P016,23,7568.01
O0831,2026-09-12,C104,P008,30,15872.53
O0832,2026-09-15,C105,P009,20,9141.05
O0833,2026-09-18,C106,P010,5,13038.61
O0834,2026-09-21,C107,P011,11,15272.68
O0835,2026-09-24,C108,P012,30,15574.59
O0836,2026-09-03,C109,P013,23,14460.83
O0837,2026-09-06,C110,P014,21,15705.32
O0838,2026-09-09,C111,P015,35,14121.28
O0839,2026-09-12,C112,P016,15,9926.88
O0840,2026-09-15,C113,P017,30,13938.77
O0841,2026-10-13,C017,P007,27,18693.11
O0842,2026-10-16,C018,P008,30,13184.32
O0843,2026-10-19,C019,P009,17,12734.18
O0844,2026-10-22,C020,P010,28,9988.19
O0845,2026-10-25,C021,P011,32,18923.03
O0846,2026-10-04,C022,P012,24,12836.75
O0847,2026-10-07,C023,P013,25,15063.37
O0848,2026-10-10,C024,P014,28,10672.45
O0849,2026-10-13,C025,P015,25,17942.10
O0850,2026-10-16,C026,P016,25,16537.40
O0851,2026-10-13,C047,P008,11,14173.45
O0852,2026-10-16,C048,P009,8,19090.73
O0853,2026-10-19,C049,P010,18,21687.75
O0854,2026-10-22,C050,P011,17,15235.39
O0855,2026-10-25,C051,P012,30,20590.72
O0856,2026-10-04,C052,P013,10,16280.27
O0857,2026-10-07,C053,P014,5,14895.85
O0858,2026-10-10,C054,P015,10,20840.10
O0859,2026-10-13,C055,P016,35,20946.54
O0860,2026-10-16,C056,P017,24,20895.39
O0861,2026-10-13,C077,P009,25,7791.02
O0862,2026-10-16,C078,P010,8,8807.82
O0863,2026-10-19,C079,P011,22,11201.06
O0864,2026-10-22,C080,P012,14,8601.56
O0865,2026-10-25,C081,P013,22,11922.30
O0866,2026-10-04,C082,P014,18,7317.39
O0867,2026-10-07,C083,P015,20,8003.31
O0868,2026-10-10,C084,P016,14,12762.21
O0869,2026-10-13,C085,P017,30,9214.14
O0870,2026-10-16,C086,P018,7,10710.27
O0871,2026-10-13,C107,P010,17,11914.59
O0872,2026-10-16,C108,P011,19,11059.57
O0873,2026-10-19,C109,P012,9,15002.62
O0874,2026-10-22,C110,P013,16,15453.89
O0875,2026-10-25,C111,P014,12,13400.40
O0876,2026-10-04,C112,P015,18,16723.90
O0877,2026-10-07,C113,P016,23,16046.54
O0878,2026-10-10,C114,P017,33,15823.00
O0879,2026-10-13,C115,P018,21,15391.54
O0880,2026-10-16,C116,P019,8,16591.83
O0881,2026-11-14,C020,P009,10,18926.70
O0882,2026-11-17,C021,P010,18,10793.15
O0883,2026-11-20,C022,P011,31,15787.76
O0884,2026-11-23,C023,P012,34,16696.64
O0885,2026-11-26,C024,P013,22,13695.93
O0886,2026-11-05,C025,P014,19,18426.17
O0887,2026-11-08,C026,P015,23,14835.31
O0888,2026-11-11,C027,P016,9,15236.00
O0889,2026-11-14,C028,P017,8,18496.85
O0890,2026-11-17,C029,P018,14,17974.02
O0891,2026-11-14,C050,P010,13,15736.21
O0892,2026-11-17,C051,P011,6,13510.54
O0893,2026-11-20,C052,P012,26,19015.09
O0894,2026-11-23,C053,P013,15,18981.86
O0895,2026-11-26,C054,P014,13,21161.86
O0896,2026-11-05,C055,P015,14,14975.18
O0897,2026-11-08,C056,P016,26,12729.58
O0898,2026-11-11,C057,P017,28,16370.28
O0899,2026-11-14,C058,P018,18,18078.96
O0900,2026-11-17,C059,P019,34,20390.62
O0901,2026-11-14,C080,P011,32,9168.16
O0902,2026-11-17,C081,P012,7,8779.63
O0903,2026-11-20,C082,P013,32,10098.68
O0904,2026-11-23,C083,P014,33,12008.57
O0905,2026-11-26,C084,P015,19,7167.26
O0906,2026-11-05,C085,P016,16,11950.26
O0907,2026-11-08,C086,P017,8,11069.51
O0908,2026-11-11,C087,P018,19,7953.29
O0909,2026-11-14,C088,P019,16,8984.61
O0910,2026-11-17,C089,P020,31,11117.01
O0911,2026-11-14,C110,P012,10,15993.40
O0912,2026-11-17,C111,P013,12,14310.16
O0913,2026-11-20,C112,P014,18,13216.77
O0914,2026-11-23,C113,P015,26,9104.23
O0915,2026-11-26,C114,P016,24,15561.61
O0916,2026-11-05,C115,P017,35,11522.28
O0917,2026-11-08,C116,P018,18,16333.09
O0918,2026-11-11,C117,P019,11,12836.95
O0919,2026-11-14,C118,P020,17,13797.35
O0920,2026-11-17,C119,P021,35,15907.48
O0921,2026-12-15,C023,P011,24,12787.92
O0922,2026-12-18,C024,P012,15,19278.45
O0923,2026-12-21,C025,P013,13,16222.66
O0924,2026-12-24,C026,P014,11,11566.97
O0925,2026-12-03,C027,P015,30,18073.16
O0926,2026-12-06,C028,P016,15,16449.25
O0927,2026-12-09,C029,P017,14,12574.07
O0928,2026-12-12,C030,P018,6,15550.36
O0929,2026-12-15,C001,P019,15,16870.44
O0930,2026-12-18,C002,P020,30,14563.57
O0931,2026-12-15,C053,P012,14,20837.94
O0932,2026-12-18,C054,P013,10,14952.49
O0933,2026-12-21,C055,P014,28,20442.38
O0934,2026-12-24,C056,P015,26,21415.91
O0935,2026-12-03,C057,P016,12,19758.13
O0936,2026-12-06,C058,P017,15,15783.60
O0937,2026-12-09,C059,P018,8,16838.28
O0938,2026-12-12,C060,P019,35,18439.91
O0939,2026-12-15,C031,P020,8,21073.50
O0940,2026-12-18,C032,P021,6,21109.26
O0941,2026-12-15,C083,P013,15,9487.05
O0942,2026-12-18,C084,P014,19,7823.61
O0943,2026-12-21,C085,P015,7,9977.32
O0944,2026-12-24,C086,P016,25,7290.67
O0945,2026-12-03,C087,P017,29,7982.35
O0946,2026-12-06,C088,P018,29,11804.65
O0947,2026-12-09,C089,P019,18,9450.78
O0948,2026-12-12,C090,P020,6,10266.28
O0949,2026-12-15,C061,P021,33,8943.06
O0950,2026-12-18,C062,P022,26,6953.63
O0951,2026-12-15,C113,P014,33,11966.22
O0952,2026-12-18,C114,P015,23,11651.13
O0953,2026-12-21,C115,P016,35,11525.15
O0954,2026-12-24,C116,P017,15,12702.27
O0955,2026-12-03,C117,P018,33,13167.99
O0956,2026-12-06,C118,P019,34,16695.34
O0957,2026-12-09,C119,P020,28,17244.80
O0958,2026-12-12,C120,P021,21,10521.04
O0959,2026-12-15,C091,P022,6,12220.39
O0960,2026-12-18,C092,P023,24,9528.85
